Recipient Org:Identifier,Funding Org:Identifier,Amount Awarded,Grants
GB-SC-SC037844,360G-blf,9950.0,1
GB-SC-SC037844,GB-LAS-GLG,38000.0,2
GB-SC-SC037844,GB-SC-SC003558,7650.0,1
GB-SC-SC038504,360G-blf,10000.0,1
GB-SC-SC038504,GB-CHC-230260,15000.0,1
GB-SC-SC038504,GB-SC-SC002970,30000.0,1
GB-SC-SC038870,GB-COH-IP00525R,603.85,1
GB-SC-SC038870,GB-SC-SC002970,20000.0,1
GB-SC-SC038870,GB-SC-SC009481,4000.0,1
GB-SC-SC039319,360G-blf,9980.0,1
GB-SC-SC039319,GB-SC-SC002970,9000.0,1
GB-SC-SC039319,GB-SC-SC009481,2200.0,1
GB-SC-SC040182,GB-CHC-230260,5000.0,1
GB-SC-SC040182,GB-COH-IP00525R,8690.12,1
GB-SC-SC040182,GB-SC-SC002970,39000.0,1
GB-SC-SC041781,360G-blf,10000.0,1
GB-SC-SC041781,GB-SC-SC002970,45000.0,1
GB-SC-SC041781,GB-SC-SC003558,10000.0,1
GB-SC-SC042012,360G-blf,155954.0,2
GB-SC-SC042012,GB-CHC-1105580,50000.0,1
GB-SC-SC042012,GB-SC-SC002970,51000.0,1
GB-SC-SC042272,GB-CHC-230260,10000.0,1
GB-SC-SC042272,GB-COH-IP00525R,3562.85,1
GB-SC-SC042272,GB-SC-SC002970,27000.0,1
GB-SC-SC042272,GB-SC-SC009481,5000.0,1
GB-SC-SC042875,GB-COH-IP00525R,4262.2699999999995,2
GB-SC-SC042875,GB-SC-SC009481,4000.0,1
GB-SC-SC042875,GB-SC-SC012710,45000.0,1
GB-SC-SC043154,360G-blf,149763.0,1
GB-SC-SC043154,GB-CHC-1105580,70000.0,1
GB-SC-SC043154,GB-COH-IP00525R,2414.39,1
GB-SC-SC043154,GB-SC-SC002970,52500.0,1
GB-SC-SC043156,360G-blf,6000.0,1
GB-SC-SC043156,GB-CHC-1105580,45000.0,1
GB-SC-SC043156,GB-SC-SC002970,30000.0,1
GB-SC-SC043156,GB-SC-SC009481,5000.0,1
GB-SC-SC043220,GB-COH-IP00525R,1405.9,2
GB-SC-SC043220,GB-SC-SC002970,4500.0,1
GB-SC-SC043220,GB-SC-SC003558,9956.0,1
GB-SC-SC043269,360G-blf,153280.0,2
GB-SC-SC043269,GB-COH-IP00525R,1742.1,1
GB-SC-SC043269,GB-SC-SC002970,29000.0,1
GB-SC-SC043573,360G-blf,149570.0,1
GB-SC-SC043573,GB-CHC-230260,15000.0,1
GB-SC-SC043573,GB-COH-IP00525R,1965.97,1
GB-SC-SC043604,360G-blf,150000.0,1
GB-SC-SC043604,GB-COH-IP00525R,1834.19,1
GB-SC-SC043604,GB-SC-SC003558,10000.0,1
GB-SC-SC043960,360G-blf,8386.0,1
GB-SC-SC043960,GB-CHC-1105580,60000.0,1
GB-SC-SC043960,GB-CHC-230260,15000.0,1
GB-SC-SC044042,GB-CHC-230260,5000.0,1
GB-SC-SC044042,GB-CHC-274100,10000.0,1
GB-SC-SC044042,GB-SC-SC012710,6000.0,1
GB-SC-SC044859,GB-COH-IP00525R,3752.5699999999997,2
GB-SC-SC044859,GB-SC-SC002970,20000.0,1
GB-SC-SC044859,GB-SC-SC009481,7000.0,1
GB-SC-SC044968,360G-blf,90000.0,1
GB-SC-SC044968,GB-SC-SC002970,8000.0,1
GB-SC-SC044968,GB-SC-SC009481,4500.0,1
GB-SC-SC046501,360G-blf,8335.0,1
GB-SC-SC046501,GB-CHC-274100,10000.0,1
GB-SC-SC046501,GB-SC-SC002970,45000.0,1
